,學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度
802,1189,亞太創意技術學院,N 修,C 二技,0,0,0,0,23,238,10,137,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職,105
803,1189,亞太創意技術學院,N 修,2 二專,0,26,3,117,0,0,0,0,0,0,0,0,0,0,0,1,05 苗栗縣,2 技職,105
804,1192,臺灣觀光學院,D 日,M 碩士,3,5,2,4,2,3,0,2,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職,105
805,1192,臺灣觀光學院,D 日,B 四技,71,85,86,84,83,100,91,106,0,0,0,0,0,0,56,36,15 花蓮縣,2 技職,105
806,1192,臺灣觀光學院,D 日,C 二技,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,1,15 花蓮縣,2 技職,105
807,1192,臺灣觀光學院,D 日,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15 花蓮縣,2 技職,105
808,1192,臺灣觀光學院,D 日,5 五專,27,27,25,37,19,40,23,28,0,0,0,0,0,0,0,2,15 花蓮縣,2 技職,105
809,1192,臺灣觀光學院,N 修,B 四技,9,15,16,15,12,26,8,19,0,0,0,0,0,0,3,3,15 花蓮縣,2 技職,105
810,1192,臺灣觀光學院,N 修,C 二技,0,0,0,0,12,11,14,21,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職,105
811,1192,臺灣觀光學院,N 修,2 二專,8,18,9,13,0,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職,105
812,1195,馬偕醫學院,D 日,M 碩士,4,12,4,12,2,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般,105
813,1195,馬偕醫學院,D 日,B 學士,46,80,44,80,39,74,41,75,19,22,31,16,31,9,1,0,01 新北市,1 一般,105
814,1195,馬偕醫學院,N 修,C 二技,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
815,1196,法鼓文理學院,D 日,D 博士,0,1,3,3,1,2,0,0,0,2,0,0,0,0,0,0,01 新北市,1 一般,105
816,1196,法鼓文理學院,D 日,M 碩士,25,53,19,44,4,11,5,12,0,0,0,0,0,0,0,0,01 新北市,1 一般,105
817,1196,法鼓文理學院,D 日,B 學士,7,7,4,11,5,13,0,6,0,0,0,0,0,0,0,0,01 新北市,1 一般,105
818,1197,台北海洋技術學院,D 日,M 碩士,16,14,11,2,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
819,1197,台北海洋技術學院,D 日,B 四技,431,387,476,456,467,454,443,444,0,0,0,0,0,0,114,53,01 新北市,2 技職,105
820,1197,台北海洋技術學院,D 日,C 二技,0,0,0,0,74,22,77,27,0,0,0,0,0,0,2,2,01 新北市,2 技職,105
821,1197,台北海洋技術學院,D 日,X 4+X,30,3,0,0,0,0,0,0,0,0,0,0,0,0,35,3,01 新北市,2 技職,105
822,1197,台北海洋技術學院,D 日,2 二專,60,6,68,2,0,0,0,0,0,0,0,0,0,0,9,0,01 新北市,2 技職,105
823,1197,台北海洋技術學院,D 日,5 五專,161,97,172,111,163,106,156,118,163,97,0,0,0,0,34,6,01 新北市,2 技職,105
824,1197,台北海洋技術學院,N 修,B 四技,11,44,15,15,18,11,24,15,0,0,0,0,0,0,9,4,01 新北市,2 技職,105
825,1197,台北海洋技術學院,N 修,C 二技,0,0,0,0,10,27,7,33,0,0,0,0,0,0,2,1,01 新北市,2 技職,105
826,1197,台北海洋技術學院,N 修,2 二專,47,3,45,1,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
827,1282,馬偕醫護管理專科學校,D 日,2 二專,0,0,5,17,0,0,0,0,0,0,0,0,0,0,1,6,30 臺北市,2 技職,105
828,1282,馬偕醫護管理專科學校,D 日,5 五專,103,750,90,736,79,701,89,683,62,651,0,0,0,0,16,61,30 臺北市,2 技職,105
829,1282,馬偕醫護管理專科學校,N 修,2 二專,77,64,74,61,0,0,0,0,0,0,0,0,0,0,2,2,30 臺北市,2 技職,105
830,1283,仁德醫護管理專科學校,D 日,5 五專,285,1028,293,957,244,923,218,894,242,825,0,0,0,0,101,186,05 苗栗縣,2 技職,105
831,1283,仁德醫護管理專科學校,N 修,2 二專,107,120,49,118,0,0,0,0,0,0,0,0,0,0,28,12,05 苗栗縣,2 技職,105
832,1284,樹人醫護管理專科學校,D 日,5 五專,346,1116,330,1070,264,893,287,943,278,876,0,0,0,0,72,138,12 高雄市,2 技職,105
833,1284,樹人醫護管理專科學校,N 修,2 二專,153,79,154,48,28,10,13,7,0,0,0,0,0,0,3,2,12 高雄市,2 技職,105
834,1285,慈惠醫護管理專科學校,D 日,2 二專,33,38,16,44,0,0,0,0,0,0,0,0,0,0,2,6,13 屏東縣,2 技職,105
835,1285,慈惠醫護管理專科學校,D 日,5 五專,251,876,289,860,272,784,255,801,228,844,0,0,0,0,64,200,13 屏東縣,2 技職,105
836,1285,慈惠醫護管理專科學校,N 修,2 二專,66,94,62,77,8,6,2,5,0,0,0,0,0,0,9,11,13 屏東縣,2 技職,105
837,1286,耕莘健康管理專科學校,D 日,5 五專,103,962,117,940,113,886,93,875,92,886,0,0,0,0,18,91,01 新北市,2 技職,105
838,1286,耕莘健康管理專科學校,N 修,2 二專,0,43,0,37,0,0,0,0,0,0,0,0,0,0,0,1,01 新北市,2 技職,105
839,1287,敏惠醫護管理專科學校,D 日,5 五專,104,713,103,668,86,650,86,662,81,679,0,0,0,0,15,50,11 臺南市,2 技職,105
840,1288,高美醫護管理專科學校,D 日,5 五專,28,97,38,117,26,59,19,62,11,93,0,0,0,0,4,9,12 高雄市,2 技職,105
841,1288,高美醫護管理專科學校,N 修,2 二專,60,39,60,49,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職,105
842,1289,育英醫護管理專科學校,D 日,5 五專,38,370,40,363,35,335,31,339,24,350,0,0,0,0,2,35,50 高雄市,2 技職,105
843,1290,崇仁醫護管理專科學校,D 日,5 五專,89,639,97,619,83,590,75,606,64,552,0,0,0,0,18,46,20 嘉義市,2 技職,105
844,1291,聖母醫護管理專科學校,D 日,5 五專,225,556,192,556,141,507,145,533,124,531,0,0,0,0,8,7,02 宜蘭縣,2 技職,105
845,1292,新生醫護管理專科學校,D 日,5 五專,172,1152,153,1101,131,938,131,981,97,972,0,0,0,0,20,80,03 桃園市,2 技職,105
846,1292,新生醫護管理專科學校,N 修,2 二專,13,26,23,31,0,0,0,0,0,0,0,0,0,0,0,1,03 桃園市,2 技職,105
847,3002,臺北市立大學,D 日,D 博士,22,16,13,27,17,23,10,17,8,19,11,17,25,30,0,0,30 臺北市,1 一般,105
848,3002,臺北市立大學,D 日,M 碩士,128,239,123,234,65,182,55,115,18,43,12,22,0,0,0,0,30 臺北市,1 一般,105
849,3002,臺北市立大學,D 日,B 學士,600,709,556,700,527,676,480,650,0,0,0,0,0,0,184,111,30 臺北市,1 一般,105
850,3002,臺北市立大學,N 職,M 碩士,109,236,101,232,37,81,32,48,17,20,15,19,0,0,0,0,30 臺北市,1 一般,105
